"last_name, first_name",player_id,year,pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Henderson, Gunnar",683002,2023,622,25.6,9,0.346,0.346,32.9,11.4,52,102.7302262,96.0625629,26.4,46.8
"Soto, Juan",665742,2023,708,18.2,18.6,0.395,0.407,28.5,13,55.3,104.4843504,97.21590598,20.5,35.8
"Bogaerts, Xander",593428,2023,665,16.5,8.4,0.343,0.318,28.3,6.1,34.6,98.4761498,93.28420206,20.4,42.6
"Vierling, Matt",663837,2023,530,21.1,8.3,0.315,0.322,32.2,4.6,42.8,100.5773311,94.49070152,19.4,44.3
"Renfroe, Hunter",592669,2023,548,22.8,8,0.308,0.289,29.5,6.1,39.1,100.508779,94.37524563,26.4,50.8
"Riley, Austin",663586,2023,715,24.1,8.3,0.363,0.365,35.2,13.9,49.2,103.3842518,96.27414559,27.8,48.2
"Taveras, Leody",665750,2023,554,21.1,6.3,0.316,0.319,35.2,7.2,43.1,100.5928176,94.51412085,24.2,49.4
"Cronenworth, Jake",630105,2023,522,18.6,8.8,0.301,0.305,35.7,4.4,33.2,97.73147257,92.91709342,16,47.6
"Schwarber, Kyle",656941,2023,720,29.9,17.5,0.35,0.364,34.3,16.4,48.8,103.3984901,96.18179379,31.5,37.7
"De La Cruz, Bryan",650559,2023,626,22.7,6.4,0.309,0.331,41,8.8,42.5,100.2725271,94.40039982,28.7,50.1
"Suzuki, Seiya",673548,2023,583,22.3,10.1,0.358,0.357,36.5,10.5,48,102.1570611,95.61020182,21.3,40.9
"Adames, Willy",642715,2023,638,25.9,11.1,0.311,0.335,35,12.4,36.5,99.08636564,93.66425896,31,50
"Guerrero Jr., Vladimir",665489,2023,682,14.7,9.8,0.34,0.378,32.4,11.1,49.2,104.050993,96.52814474,23,50.6
"Davis, J.D.",605204,2023,546,27.8,9.5,0.321,0.323,33.5,9.6,45.2,101.4370643,95.25885111,34,53.1
"Arenado, Nolan",571448,2023,612,16.5,6.7,0.327,0.32,33,7.3,38.1,99.31142786,93.76048968,20.2,48.5
"Estrada, Thairo",642731,2023,530,22.6,4.2,0.316,0.292,34.7,4.8,33.7,97.89813957,92.98363068,21.5,51.7
"Ozuna, Marcell",542303,2023,592,22.6,9.6,0.381,0.393,34.9,16.6,49,103.2576732,96.23224093,26.7,48.4
"McNeil, Jeff",643446,2023,648,10,6,0.314,0.294,32.1,1.3,27.4,95.98435413,92.00415075,13.5,53
"Chapman, Matt",656305,2023,581,28.4,10.7,0.328,0.337,32.4,17.1,56.4,103.5396399,96.8132016,31.1,43.3
"Báez, Javier",595879,2023,547,22.9,4.4,0.261,0.279,28.9,5.2,39.7,100.1963778,94.15777396,32.7,54.8
"Hays, Austin",669720,2023,566,24.9,6.7,0.33,0.309,31,8.9,40.1,100.4627877,94.41135204,28.4,46.6
"Grisham, Trent",663757,2023,555,27.7,13.5,0.299,0.32,32.8,11.9,40,100.7019274,94.88050397,28.3,41.6
"Lindor, Francisco",596019,2023,687,19.9,9.6,0.346,0.346,35.8,10.4,43.9,100.8212813,94.91641778,22.8,48
"Tucker, Kyle",663656,2023,674,13.6,11.9,0.372,0.386,35.4,10.6,45.9,100.798373,94.83113255,18.5,47
"Marte, Ketel",606466,2023,650,16.8,10.9,0.361,0.342,30.8,8,42.8,101.5854033,95.10445528,20.5,45.5
"Arcia, Orlando",606115,2023,533,19.1,7.3,0.321,0.307,30.6,6.9,41.1,99.18921793,93.73538451,24.3,46.2
"Devers, Rafael",646240,2023,656,19.2,9.5,0.359,0.38,30,12.7,55.1,104.4837058,97.18286466,26.1,52.6
"LeMahieu, DJ",518934,2023,562,22.2,10.7,0.315,0.322,31.6,5.9,43,100.2653598,94.32212244,19.7,39.2
"Smith, Will",669257,2023,554,16.1,11.4,0.345,0.35,37.5,6.7,41.6,99.64565446,94.00134049,19.5,45.7
"Kim, Ha-Seong",673490,2023,626,19.8,12,0.33,0.313,36.1,4.2,26.7,96.56167043,92.28386159,17.8,38.9
"Nootbaar, Lars",663457,2023,503,19.7,14.3,0.344,0.356,30.8,8.8,37.8,100.3342191,94.36998546,18.5,35.5
"Santander, Anthony",623993,2023,656,23.2,8.4,0.34,0.319,33,10.2,46,101.7320134,95.31999404,23.5,49
"Gurriel Jr., Lourdes",666971,2023,592,17.4,5.6,0.329,0.324,35.3,8.4,46,99.85921213,94.36856067,18.7,49.1
"Outman, James",681546,2023,567,31.9,12,0.344,0.325,38.2,11.1,39.9,99.96215915,94.02779845,36.6,46
"Turner, Trea",607208,2023,691,21.7,6.5,0.333,0.33,36.1,8.4,42.2,100.2923423,94.55000325,29.6,53.1
"Acuña Jr., Ronald",660670,2023,735,11.4,10.9,0.428,0.46,33.6,15.3,55.2,106.3686896,98.15702913,18.7,46.2
"Hernández, Enrique",571771,2023,508,19.1,6.7,0.282,0.272,31,4.5,33.7,97.8312085,92.98026524,23.6,46.7
"Melendez, MJ",669004,2023,602,28.2,10.3,0.31,0.325,34.6,11.4,49.6,101.4349502,95.60932741,34.4,47.9
"Kwan, Steven",680757,2023,718,10.4,9.7,0.313,0.317,37.7,1.1,18.8,94.06340932,91.0317382,11.2,41.2
"Tatis Jr., Fernando",665487,2023,635,22.2,8.3,0.332,0.364,31.5,11,49.3,102.9412863,96.02456665,30.5,54.1
"Canha, Mark",592192,2023,507,15.6,9.7,0.333,0.323,30.9,4.7,36.7,98.95960762,93.63206294,18.3,41.6
"García, Adolis",666969,2023,632,27.7,10.3,0.354,0.366,36,16.1,49.7,102.9495395,96.16380852,31.6,48.6
"Yelich, Christian",592885,2023,632,22.2,12.3,0.353,0.358,30.4,9.2,50.1,103.1836872,96.09625159,26.8,45
"Profar, Jurickson",595777,2023,521,17.3,9.6,0.304,0.306,37.7,4,31.8,97.18982877,92.60687767,20,47.2
"Albies, Ozzie",645277,2023,660,16.2,7,0.358,0.34,37.4,8.2,39,98.66761557,93.4815683,20.6,54.6
"Peña, Jeremy",665161,2023,634,20.3,6.8,0.31,0.31,32.4,4,35.8,99.1435248,93.69013749,28.4,53.2
"Muncy, Max",571970,2023,579,26.4,14.7,0.344,0.364,33.7,14.6,46.6,101.3153086,95.11269018,29.6,39.3
"Witt Jr., Bobby",677951,2023,694,17.4,5.8,0.343,0.369,34.4,11.5,45.6,102.0806068,95.41182046,22.8,50.5
"Perez, Salvador",521692,2023,580,23.3,3.3,0.302,0.325,38,8.8,44,101.3574125,94.95568329,30.2,60.2
"Vaughn, Andrew",683734,2023,615,21,5.9,0.321,0.319,30.3,8.4,46.5,101.661403,95.34884929,24.1,47.5
"Walker, Christian",572233,2023,661,19.2,9.4,0.351,0.339,32.6,11.4,40.4,100.6012814,94.39747048,26.4,48.6
"Raleigh, Cal",663728,2023,569,27.8,9.5,0.326,0.33,36.5,12.6,41,101.0282714,94.74935487,29.9,49.7
"Tovar, Ezequiel",678662,2023,615,27,4.1,0.298,0.291,36.4,8.1,36.2,99.01944639,93.62880704,31.3,59.7
"Rosario, Eddie",592696,2023,516,23.6,6.6,0.322,0.317,35.9,9.5,35.4,98.60055257,93.42431543,29.8,57.4
"McMahon, Ryan",641857,2023,627,31.6,10.8,0.325,0.335,39.4,11.4,44.2,102.0177983,95.3430431,32.3,47.4
"Volpe, Anthony",683011,2023,601,27.8,8.7,0.29,0.305,35.5,9,43,99.54617672,93.95457796,28.2,47.9
"Burger, Jake",669394,2023,540,27.6,5.9,0.349,0.359,33.4,16.7,49.6,105.0097259,96.98958003,34.1,54
"Bichette, Bo",666182,2023,601,19.1,4.5,0.349,0.359,38.3,9.6,44.9,101.7366819,95.18433055,21.1,56.6
"Ramírez, José",608070,2023,691,10.6,10.6,0.346,0.359,36.8,7,40.4,100.07775,94.35370079,15.6,46.6
"Torres, Gleyber",650402,2023,672,14.6,10,0.346,0.362,37.3,7.9,40.3,99.649801,94.05505759,21.8,46.8
"Goldschmidt, Paul",502671,2023,687,23.4,12.7,0.35,0.367,35.6,12,50.8,102.4095956,95.76779276,27.5,44
"Arozarena, Randy",668227,2023,654,23.9,12.2,0.347,0.348,31.8,12.3,48.4,102.0552117,95.65187317,29.1,43
"Realmuto, J.T.",592663,2023,540,25.6,6.5,0.324,0.334,36.2,11.2,43.3,101.3013976,94.96193539,26.2,50.5
"Alonso, Pete",624413,2023,658,22.9,9.9,0.346,0.368,32.3,14.7,40.1,102.3421345,95.2539557,26.2,43.7
"Friedl, TJ",670770,2023,556,16.2,8.5,0.353,0.289,32,3.2,27.6,96.36873995,92.19622852,18.4,42.2
"Soler, Jorge",624585,2023,580,24.3,11.4,0.361,0.374,36.5,15,48,103.0539565,95.95078308,27.6,44.1
"Wade Jr., LaMonte",664774,2023,519,18.3,14.6,0.347,0.36,33.6,9.1,39.8,99.53009317,93.94574444,20.8,39.5
"Varsho, Daulton",662139,2023,581,23.2,7.7,0.293,0.302,34.3,7.3,36.1,99.85302751,94.00548607,24.7,50.1
"Robert Jr., Luis",673357,2023,595,28.9,5,0.358,0.35,38,15.4,42.3,101.8444782,95.05043424,33.5,58.3
"Peña, Jeremy",665161,2024,650,17.1,3.8,0.305,0.31,29.2,5.4,38.8,99.32350671,93.74168435,24.9,54.2
"France, Ty",664034,2024,535,21.3,7.1,0.296,0.303,30.5,7.3,40,99.66367989,94.0046506,24.2,51.2
"Raleigh, Cal",663728,2024,628,28,11.1,0.323,0.346,35.6,15.4,48.1,102.0320718,95.50878947,31,52.3
"Turang, Brice",668930,2024,619,17,8.1,0.294,0.298,32,2.4,29.7,96.86933306,92.52182187,13.8,47.7
"Volpe, Anthony",683011,2024,689,22.6,6.1,0.287,0.275,33.3,3.9,35.4,98.17784156,93.20648299,22.6,48.1
"Adames, Willy",642715,2024,688,25.1,10.8,0.342,0.339,38.2,12,40.7,99.76963905,94.10875914,29.5,49.5
"Verdugo, Alex",657077,2024,621,15,7.9,0.283,0.302,31.6,5.6,34.9,98.00961326,93.0881338,15.5,44.7
"Gelof, Zack",680869,2024,547,34.4,6.9,0.276,0.271,34.4,8.8,37.2,98.97092194,93.61114703,36.4,51.5
"Naylor, Josh",647304,2024,633,16.6,9.2,0.332,0.335,30.1,8.4,40.9,100.8153601,94.68081673,22.4,50.3
"García, Adolis",666969,2024,637,27.8,7.1,0.296,0.306,33.7,12.5,48.2,101.8276768,95.43563169,34.3,52.1
"Olson, Matt",621566,2024,685,24.8,10.4,0.339,0.34,35.4,12.4,47.4,102.7262795,95.89954322,26.3,49.7
"Rutschman, Adley",668939,2024,638,16.1,9.1,0.309,0.315,35.4,6.1,36.6,98.08111945,93.14903968,17.1,44.5
"Young, Jacob",696285,2024,521,19.6,5.8,0.29,0.286,28.1,1.6,28.9,96.87214224,92.48692468,19.3,44.9
"Vaughn, Andrew",683734,2024,619,21.3,6.1,0.304,0.32,33.6,9.3,43.3,100.9216329,94.70297133,22,49.4
"Benintendi, Andrew",643217,2024,522,18.4,7.9,0.298,0.302,36.5,6.3,34.4,97.17823,92.76498407,21.1,48
"Steer, Spencer",668715,2024,656,20.9,11,0.316,0.315,34.2,6.4,39.9,99.16343425,93.70875549,23.1,44.5
"Bell, Josh",605137,2024,603,19.9,8.5,0.317,0.307,31.4,7.6,40.1,100.0787113,94.16958744,26.8,48.8
"Duran, Jarren",680776,2024,735,21.8,7.3,0.357,0.338,33.8,9.3,43.9,101.9281555,95.34111321,24.8,48.3
"Paredes, Isaac",670623,2024,641,16.4,11.9,0.327,0.304,37,4.5,27.1,95.87558293,91.95261987,17.2,44.7
"Goldschmidt, Paul",502671,2024,654,26.5,7.2,0.31,0.329,34.3,10.7,49.6,101.8925837,95.66642815,27.4,47.7
"Burger, Jake",669394,2024,579,25.9,5.4,0.325,0.338,32.4,12.3,46.8,103.6199869,96.17114441,30.1,52.4
"Rodríguez, Julio",677594,2024,613,25.4,6.2,0.321,0.344,33.2,10.2,48.4,103.5536875,96.32534412,30.9,54.3
"Lindor, Francisco",596019,2024,689,18.4,8.1,0.363,0.379,35.4,13.6,47.4,101.0981172,95.07615815,23.7,48.7
"Greene, Riley",682985,2024,584,26.7,11,0.355,0.353,39.1,13.4,47.1,102.0880817,95.54007409,26.8,44.3
"Suárez, Eugenio",553993,2024,640,27.5,7.7,0.337,0.329,40.4,11.3,42.4,100.5705523,94.46343899,29.1,47.2
"Perez, Salvador",521692,2024,652,19.8,6.7,0.335,0.361,39.4,12.2,44.8,101.8562756,95.34185737,27.8,57.8
"Gurriel Jr., Lourdes",666971,2024,553,18.3,5.2,0.327,0.319,33.8,6.7,40,99.54934847,93.92185029,20.2,51.1
"Sánchez, Jesús",660821,2024,537,26.1,7.6,0.317,0.342,31.8,12.2,51.3,104.5560006,96.92382032,31.2,53.2
"Swanson, Dansby",621020,2024,593,24.3,9.1,0.307,0.321,32.6,9.2,42.7,100.2102637,94.40402453,28.7,48.7
"McMahon, Ryan",641857,2024,645,28.7,10.7,0.315,0.324,36.5,10.9,49.7,102.6298871,96.05726052,30,46.9
"Semien, Marcus",543760,2024,718,14.6,8.9,0.306,0.314,33,6.6,35.2,97.80621092,93.00512193,20.2,50
"Diaz, Yainer",673237,2024,619,17.3,3.9,0.329,0.338,35,7.6,47.5,101.2970562,95.03435951,24,58.8
"Kwan, Steven",680757,2024,540,9.4,9.8,0.349,0.334,38.5,2.6,23.7,95.04543782,91.53163936,8.2,39.1
"Chapman, Matt",656305,2024,647,24.4,9.9,0.34,0.341,31.3,12.6,48.3,104.356013,96.7276333,23.5,44.6
"Bleday, JJ",668709,2024,642,19.5,10.4,0.33,0.316,37.1,8.3,36.2,98.95957323,93.52731635,26.1,45.3
"Hernández, Teoscar",606192,2024,652,28.8,8.1,0.36,0.345,33.8,14.9,46.8,102.7273954,95.68911656,34,51.2
"Langeliers, Shea",669127,2024,534,27.2,7.7,0.315,0.328,35.3,12.8,44,102.0546069,95.45171945,29.2,49.5
"Bregman, Alex",608324,2024,634,13.6,6.9,0.331,0.32,34.9,6.4,40.5,98.98652795,93.68416098,12.8,44.9
"Burleson, Alec",676475,2024,595,12.8,5.9,0.319,0.328,34.3,6.5,41.7,99.38192717,94.01215575,19.2,55.7
"Castellanos, Nick",592206,2024,659,21.1,6.2,0.321,0.333,39,8.1,38.2,99.26670303,93.73851158,30.1,58
"Keith, Colt",690993,2024,556,19.8,6.5,0.301,0.31,34.6,5.6,35.3,98.47261363,93.33037218,23.2,48.6
"Ortiz, Joey",687401,2024,511,20.2,11,0.319,0.305,26.6,4.6,38.4,99.39150947,93.76643302,17.1,39.4
"Pasquantino, Vinnie",686469,2024,554,12.8,7.2,0.325,0.331,31.9,7.1,46.5,100.9979932,94.97092114,14.5,47.8
"Hoskins, Rhys",656555,2024,517,28.8,10.3,0.313,0.301,29.7,12.7,42.2,99.73743425,94.05789507,26.3,42.8
"Arenado, Nolan",571448,2024,635,14.5,6.9,0.314,0.296,35.9,3.2,31.6,96.92414793,92.4832464,17.2,46.8
"Carroll, Corbin",682998,2024,684,19,10.7,0.325,0.325,27.8,7.2,40.8,101.0556657,94.75567237,20.3,41.4
"Turner, Justin",457759,2024,539,17.6,10.9,0.327,0.328,40.1,4.6,32.5,96.70234231,92.43468075,17,45.4
"Walker, Christian",572233,2024,552,24.1,10,0.343,0.351,35,13.3,48,103.1279695,96.01110252,25.6,48
"Stephenson, Tyler",663886,2024,515,22.7,9.3,0.339,0.322,33,9.1,43.9,100.3201545,94.58717677,22.7,43.2
"Henderson, Gunnar",683002,2024,719,22.1,10.8,0.381,0.374,34.5,11.2,53.9,104.0023329,96.83572329,24.4,44.2
"Donovan, Brendan",680977,2024,652,12.4,7.2,0.332,0.336,36.6,5.5,37.6,98.55223739,93.4186186,15.1,44.2
"Taveras, Leody",665750,2024,529,21.2,7.9,0.282,0.295,31.5,5.9,35.5,99.17317087,93.65011321,26.2,48.8
"Nimmo, Brandon",607043,2024,663,23.8,11.6,0.321,0.334,33.7,9.1,47.4,101.2649829,95.22165969,23.4,44.8
"Stott, Bryson",681082,2024,571,16.3,9.3,0.296,0.306,35.3,3.6,30.8,97.14926614,92.63103883,17,44.1
"Soler, Jorge",624585,2024,574,24.6,11.8,0.34,0.346,33.4,12.6,44.1,101.8983579,95.2624907,28.9,44.5
"Lowe, Nathaniel",663993,2024,565,22.1,12.6,0.337,0.329,32.6,5.8,40,100.4328223,94.33044237,20.6,42.7
"Springer, George",543807,2024,614,18.7,9.8,0.298,0.321,29.2,9.3,37.4,99.896868,94.04692939,25.3,49.1
"De La Cruz, Bryan",650559,2024,622,27.3,4.7,0.283,0.301,35.6,9.3,41.3,99.84865292,94.22196445,30.1,53.4
"Ramírez, José",608070,2024,682,12,7.9,0.364,0.329,34,8.6,39.7,99.64295408,93.98231961,15.2,49.4
"Soto, Juan",665742,2024,713,16.7,18.1,0.421,0.462,35.4,19.7,57,105.6501237,97.99470514,21.5,37.2
"Happ, Ian",664023,2024,657,25.6,12.2,0.341,0.345,37,11.7,45.2,101.5906663,95.28799229,27.9,45.9
"Merrill, Jackson",701538,2024,593,17,4.9,0.352,0.372,39.6,11.3,43.9,100.811785,94.73570748,20.5,56.9
"Reynolds, Bryan",668804,2024,692,22.5,8.2,0.343,0.35,37.5,9.6,45.4,100.9872093,94.86754248,29.4,50.4
"Arozarena, Randy",668227,2024,648,26.1,11.3,0.32,0.321,28.4,8.3,43.5,100.9041082,94.73133138,29.7,41
"Rodgers, Brendan",663898,2024,539,24.5,5.8,0.314,0.296,33.1,5.6,44.1,101.1532692,94.77396442,25.9,49.3
"Bohm, Alec",664761,2024,606,14.2,6.6,0.335,0.343,35.2,6.8,45.6,100.7682208,94.78166267,17.6,49.7
"Marte, Ketel",606466,2024,583,18.2,11.1,0.391,0.392,33.7,12.3,53.8,103.9911372,96.92044441,21.3,48.2
"Meyers, Jake",676694,2024,513,22.8,6.8,0.285,0.303,34.8,6.8,37,99.31727006,93.72674191,27,49.1
"Seager, Corey",608369,2024,533,18,9.9,0.365,0.387,38.6,15.2,50.7,103.2743955,96.15752346,23.4,53
"Langford, Wyatt",694671,2024,557,20.6,9.2,0.321,0.328,31.3,9.3,43.4,101.2110989,94.8073656,22.9,42.8
"Bellinger, Cody",641355,2024,569,15.6,7.9,0.322,0.301,32.9,6.3,32.9,97.31402921,92.76835107,22.2,49.8
"India, Jonathan",663697,2024,637,19.6,12.6,0.333,0.353,39.3,7.7,36.5,98.90319256,93.5471508,19.2,38.3
"Santana, Carlos",467793,2024,594,16.7,10.9,0.326,0.329,30.9,7.3,39.9,99.50612439,94.00416778,23.3,43.3
"Winker, Jesse",608385,2024,508,20.9,12.4,0.338,0.329,30.1,7.6,37.4,98.91091179,93.57027482,19.6,43.2
"Ohtani, Shohei",660271,2024,731,22.2,11.1,0.431,0.441,37.8,21.5,60.1,106.7277924,98.77212236,29.8,47.3
"Torres, Gleyber",650402,2024,665,20.5,9.8,0.313,0.306,38.2,6.3,35.4,98.29565592,93.36890443,22.9,45.7
"Rafaela, Ceddanne",678882,2024,571,26.4,2.6,0.286,0.274,34.9,7.5,36.9,98.20503629,93.16664318,33,61.9
"O'Hoppe, Logan",681351,2024,522,29.7,6.3,0.311,0.331,42.9,12,46.3,101.233351,95.0870388,33.6,52
"Neto, Zach",687263,2024,602,23.3,6.5,0.33,0.317,29,8.4,38.8,100.1308329,94.28058907,27.1,48.9
"Arcia, Orlando",606115,2024,602,21.3,6.8,0.273,0.261,29.9,5.3,37.8,98.41985743,93.28389647,26.6,49.1
"Doyle, Brenton",686668,2024,603,25.4,7.6,0.328,0.328,37.4,10.5,41.4,100.9832231,94.67619269,29.8,51.4
"Chisholm Jr., Jazz",665862,2024,621,24.5,8.5,0.327,0.316,29.6,9.7,41.1,100.1224668,94.45914186,29.3,47.5
"Guerrero Jr., Vladimir",665489,2024,697,13.8,10.3,0.398,0.408,35.1,13.7,54.9,105.6637208,97.64934607,21.5,48
"Alonso, Pete",624413,2024,695,24.7,10.1,0.34,0.343,30.5,13.2,46.4,102.7851147,95.69908611,24.7,42.9
"Busch, Michael",683737,2024,567,28.6,11.1,0.336,0.319,36.4,11.2,39.9,99.99221232,94.35127744,28.4,45.2
"Turner, Trea",607208,2024,539,18.2,5,0.349,0.317,30.9,6.9,40.7,99.70606338,94.07310754,26.1,53.7
"De La Cruz, Elly",682829,2024,696,31.3,9.9,0.349,0.327,35.7,12.7,45.7,102.955354,95.90272362,33.4,43.4
"Schwarber, Kyle",656941,2024,692,28.5,15.3,0.366,0.38,31.8,15.6,55.5,105.1545278,97.52984344,32,39.9
"Altuve, Jose",514888,2024,682,17.4,6.9,0.344,0.317,35.4,6.5,31.2,97.32367258,92.69376258,22.1,51.5
"Santander, Anthony",623993,2024,665,19.4,8.7,0.345,0.324,35,11.7,41.6,100.3254769,94.35715651,20,49.7
"Machado, Manny",592518,2024,643,19.3,7,0.34,0.338,33.8,11,48.8,103.3704941,96.17209183,24.4,51.6
"Cowser, Colton",681297,2024,561,30.7,9.3,0.331,0.327,32.1,13.6,46.1,101.8389923,95.37424374,30.4,44.5
"Thomas, Lane",657041,2024,528,25.9,8.3,0.309,0.307,31.5,7.4,40.6,100.3765554,94.3557595,23.3,43.8
"Mountcastle, Ryan",663624,2024,507,22.5,5.3,0.316,0.332,36.2,8.8,45.2,102.1057169,95.3702331,25.1,56.1
"Rooker, Brent",667670,2024,614,28.8,9.6,0.392,0.379,38.3,16.6,49.6,103.2523846,96.19345324,34.1,50.2
"Witt Jr., Bobby",677951,2024,709,15,8,0.41,0.408,35.7,14.3,48.3,103.9728804,96.49986814,22.3,51.2
"Profar, Jurickson",595777,2024,668,15.1,11.4,0.365,0.364,31.3,7.2,44.4,100.9524413,94.86255371,17,45.6
"Smith, Will",669257,2024,544,19.3,9.4,0.326,0.331,38.3,10.8,42,99.31826915,93.92915939,20.9,46.2
"Garcia, Maikel",672580,2024,626,16.5,6.7,0.27,0.3,34.1,3.7,42.8,100.0509274,94.39492241,15.7,43.4
"Ward, Taylor",621493,2024,663,24.6,9.5,0.325,0.344,41.9,13,42.4,100.0177516,94.46458564,25.5,43.2
"Frelick, Sal",686217,2024,524,14.9,7.4,0.292,0.278,30,0.8,19.5,94.43975785,91.27240391,12.9,41.5
"Hoerner, Nico",663538,2024,641,10.3,6.9,0.313,0.313,36,1.2,27.6,95.98092653,91.99396585,11.9,48.4
"Suzuki, Seiya",673548,2024,585,27.4,10.8,0.365,0.346,38.8,11.5,49.2,102.5653693,95.83419141,24.5,39.6
"Winn, Masyn",691026,2024,637,17.1,6.4,0.315,0.294,33.5,3.7,32.7,98.14426845,93.0858704,19,47
"Betts, Mookie",605141,2024,516,11,11.8,0.371,0.357,39.3,6,39.5,98.50877402,93.5752571,14.9,40.4
"Abrams, CJ",682928,2024,602,21.3,6.6,0.322,0.319,33,6.9,40.7,99.49647962,93.91019805,24.7,53.3
"Smith, Josh",669701,2024,592,20.4,7.8,0.323,0.304,33.7,3.7,37.1,98.30699771,93.25999596,21.8,47.1
"Freeman, Freddie",518692,2024,638,15.7,12.2,0.365,0.365,43.1,9.1,41.8,100.3491331,94.52730104,20.2,49.4
"Arraez, Luis",650333,2024,672,4.3,3.6,0.323,0.325,40.9,1.6,23.7,94.83800036,91.44962446,6.9,49.8
"Ramos, Heliot",671218,2024,518,26.1,7.1,0.339,0.338,34.3,14.5,47.5,102.6207429,95.89595672,28.7,50.3
"Devers, Rafael",646240,2024,601,24.5,11.1,0.364,0.364,35.2,13,52.6,104.5979259,97.09053746,30.9,50.9
"Castro, Willi",650489,2024,635,23.6,8,0.317,0.321,39,7,36.8,98.8517065,93.50130385,29,51.4
"Morel, Christopher",666624,2024,611,26,10,0.28,0.316,27.6,10.2,40.4,101.2212221,94.78409061,34.1,47
"Contreras, William",661388,2024,679,20.5,11.5,0.359,0.358,29,10,49.5,103.87548,96.64260253,27.8,47.4
"Cruz, Oneil",665833,2024,599,30.2,8.5,0.331,0.34,32.1,15.7,54.9,107.1993529,98.54788149,34.1,46.3
"García Jr., Luis",671277,2024,528,16.3,5.1,0.328,0.332,32.8,8,41.7,100.1671277,94.24939767,21.3,51.7
"Varsho, Daulton",662139,2024,513,26.7,9.4,0.304,0.261,30.2,6.2,34,98.5375835,93.27661812,27,47.6
"Chourio, Jackson",694192,2024,573,21.1,6.8,0.339,0.323,33.2,7.8,44.9,100.8329696,94.83107341,27.1,48.8
"Judge, Aaron",592450,2024,704,24.3,18.9,0.476,0.479,40.8,26.9,61,107.2004357,99.10370152,30.7,42
"Díaz, Yandy",650490,2024,621,15.3,8.1,0.331,0.336,28.4,7.6,48.7,103.441831,96.26300783,14.2,43.9
"McCutchen, Andrew",457705,2024,515,25.8,11.3,0.325,0.325,31.9,12,36.9,99.42496289,93.83112309,28.9,42
"Cronenworth, Jake",630105,2024,656,18,9.3,0.315,0.335,35.4,7.8,36.7,99.52756127,93.90413365,17.1,45
"Ozuna, Marcell",542303,2024,688,24.7,10.8,0.395,0.402,40.5,15.5,53.4,103.3389911,96.48968613,31.4,46.8
"Alvarez, Yordan",670541,2024,635,15,10.9,0.402,0.41,35.4,14.5,49.7,104.0971051,96.70351952,19.9,47.8
"Schanuel, Nolan",694384,2024,607,17,11.2,0.315,0.318,36.4,3.5,25.4,95.30519133,91.66260699,14.4,41.8
"Tovar, Ezequiel",678662,2024,695,28.8,3.3,0.324,0.288,38.5,9,39.8,99.30648585,93.96401633,33.5,62.3
"Vierling, Matt",663837,2024,567,21.3,7.2,0.317,0.31,34.1,7.5,40.9,100.2358306,94.34472225,19.5,42.8
"Giménez, Andrés",665926,2024,633,15.3,4.1,0.281,0.297,32.7,2.8,28.5,96.49249914,92.26234236,22.8,56.4
"Harper, Bryce",547180,2024,631,21.9,12,0.38,0.356,36.1,10.6,48.2,102.5318351,95.63882949,26.7,52.9
